,sentence,meta,max_match_extracted,y_true
34,The wine list is excellent.,{'wine list': 'positive'},"{('wine list', 'positive')}","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
35,"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).",{'thai food': 'positive'},set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
36,They wouldnt even let me finish my glass of wine before offering another.,{'glass of wine': 'neutral'},set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
37,"Whem asked, we had to ask more detailed questions so that we knew what the specials were.",{'specials': 'neutral'},"{('whem', 'positive'), ('detailed questions', 'positive'), ('specials', 'positive')}","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
38,This is a consistently great place to dine for lunch or dinner.,"{'dinner': 'neutral', 'dine': 'positive', 'lunch': 'neutral'}","{('lunch', 'positive'), ('dinner', 'positive')}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
39,"Nice atmosphere, the service was very pleasant and the desert was good.","{'atmosphere': 'positive', 'desert': 'positive', 'service': 'positive'}","{('service', 'positive'), ('desert', 'positive')}","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
40,After really enjoying ourselves at the bar we sat down at a table and had dinner.,"{'dinner': 'neutral', 'bar': 'positive', 'table': 'neutral'}","{('table', 'positive'), ('bar', 'positive'), ('dinner', 'positive')}","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
41,"Fabulous service, fantastic food, and a chilled out atmosphere and environment.","{'atmosphere': 'positive', 'environment': 'positive', 'food': 'positive', 'service': 'positive'}","{('service', 'positive'), ('food', 'positive'), ('environment', 'positive')}","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
42,Try the lasagnette appetizer.,{'lasagnette appetizer': 'positive'},"{('lasagnette appetizer', 'positive')}","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
43,I liked the beer selection!,{'beer selection': 'positive'},set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
44,"Great food, good size menu, great service and an unpretensious setting.","{'menu': 'positive', 'food': 'positive', 'setting': 'positive', 'service': 'positive'}","{('service', 'positive'), ('setting', 'positive'), ('food', 'positive'), ('size menu', 'positive')}","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
45,Go here for a romantic dinner but not for an all out wow dining experience.,"{'dinner': 'positive', 'dining': 'positive'}","{('dining experience', 'positive'), ('dinner', 'positive')}","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
46,I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.,{'dosa': 'neutral'},"{('dosa', 'positive')}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
47,Wine list selection is good and wine-by-the-glass was generously filled to the top.,"{'wine-by-the-glass': 'positive', 'wine list selection': 'positive'}","{('wine-by-the-glass', 'positive')}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
48,"With the great variety on the menu , I eat here often and never get bored .",{'menu': 'positive'},"{('menu', 'positive')}","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
49,The menu is very limited - i think we counted 4 or 5 entrees.,"{'entrees': 'negative', 'menu': 'negative'}","{('menu', 'positive'), ('entrees', 'positive')}","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
50,The menu is limited but almost all of the dishes are excellent.,"{'menu': 'negative', 'dishes': 'positive'}","{('dishes', 'positive'), ('menu', 'positive')}","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
51,Not too crazy about their sake martini.,{'sake martini': 'negative'},"{('sake martini', 'positive')}","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
52,"Great bagels, spreads and a good place to hang out in.","{'bagels': 'positive', 'spreads': 'positive'}","{('place', 'positive'), ('spreads', 'positive'), ('bagels', 'positive')}","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
53,"The service varys from day to day- sometimes they're very nice, and sometimes not.",{'service': 'conflict'},set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
54,One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.,{'table': 'neutral'},set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
55,"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",{'food': 'positive'},"{('food', 'positive')}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
56,We always have a delicious meal and always leave feeling satisfied.,{'meal': 'positive'},"{('meal', 'positive')}","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
57,"Dip the ingredients in with your chopsticks, swirl them around, and eat.","{'chopsticks': 'neutral', 'ingredients': 'neutral'}","{('ingredients', 'positive'), ('chopsticks', 'positive')}","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
58,First went here to enjoy their garden terrace.,{'garden terrace': 'positive'},"{('garden terrace', 'positive')}","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
59,The pizza was pretty good and huge.,{'pizza': 'positive'},"{('pizza', 'positive')}","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
60,"The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei.",{'cuisine': 'neutral'},"{('taipei', 'positive'), ('cuisine', 'positive')}","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
61,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,{'atmosphere': 'positive'},"{('atmosphere', 'positive')}","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
62,They are often crowded on the weekends but they are efficient and accurate with their service.,"{'crowded': 'negative', 'service': 'positive'}","{('service', 'positive'), ('weekends', 'positive')}","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
63,All my co-workers were amazed at how small the dish was.,{'dish': 'negative'},"{('dish', 'positive'), ('co-workers', 'positive')}","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
64,"The atmosphere is unheralded, the service impecible, and the food magnificant.","{'atmosphere': 'positive', 'food': 'positive', 'service': 'positive'}","{('atmosphere', 'negative'), ('service', 'positive')}","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
65,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",{'grilled branzino': 'negative'},"{('grilled branzino', 'positive')}","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
66,"The wait staff is friendly, and the food has gotten better and better!","{'wait staff': 'positive', 'food': 'positive'}","{('wait staff', 'positive'), ('food', 'positive')}","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
67,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.","{'vibe': 'positive', 'french food': 'positive', 'packed': 'negative'}","{('french food', 'positive'), ('vibe', 'positive'), ('bit', 'positive')}","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
68,Right off the L in Brooklyn this is a nice cozy place with good pizza.,"{'pizza': 'positive', 'place': 'positive'}","{('cozy place', 'positive'), ('pizza', 'positive')}","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
69,Le Pere Pinard has a $15 pre-theater menu that is outstanding.,{'pre-theater menu': 'positive'},"{('pre-theater menu', 'positive')}","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
70,I also ordered for delivery and the restaurant forgot half the order.,"{'delivery': 'negative', 'order': 'negative'}","{('restaurant', 'positive'), ('delivery', 'positive'), ('order', 'positive')}","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
71,Our server checked on us maybe twice during the entire meal.,"{'server': 'negative', 'meal': 'neutral'}","{('meal', 'positive'), ('server', 'positive')}","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
72,The strong scents coming from the left and right of me negatively affected my taste buds.,{'scents': 'negative'},"{('taste buds', 'positive'), ('scents', 'positive'), ('left', 'positive'), ('right', 'positive')}","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
73,We had the lobster sandwich and it was FANTASTIC.,{'lobster sandwich': 'positive'},"{('lobster sandwich', 'positive')}","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
74,"Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!",{'check': 'negative'},"{('check', 'positive'), ('stalling', 'negative')}","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
75,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.","{'shell crab': 'positive', 'spider roll': 'conflict', 'price': 'positive'}","{('challenge', 'positive'), ('price', 'positive'), ('spider roll', 'positive'), ('shell crab', 'positive'), ('roll', 'positive')}","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
76,Deep Fried Skewers are good and still rare to find in NYC.,{'deep fried skewers': 'positive'},set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
77,"I have tried to make reservations, but both times, the hostess didn't have my name.","{'hostess': 'negative', 'reservations': 'neutral'}","{('reservations', 'positive'), ('hostess', 'positive')}","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
78,I also recommend the rice dishes or the different varieties of congee (rice porridge).,"{'congee (rice porridge)': 'positive', 'rice dishes': 'positive'}","{('rice dishes', 'positive')}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
79,Their tuna tartar appetizer is to die for.,{'tuna tartar appetizer': 'positive'},"{('tuna tartar appetizer', 'positive')}","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
